Reach_ID,Baseline_Point_Left,Baseline_Point_Right,Shift,Year,Bank
33,6895,21282,1246.68,1996,Left
33,6895,21282,256.58,1997,Left
33,6895,21282,-119.6,1998,Left
33,6895,21282,-141.66,1999,Left
33,6895,21282,1207.92,2000,Left
33,6895,21282,497.71,2001,Left
33,6895,21282,190.07,2005,Left
33,6895,21282,-19.18,2010,Left
33,6895,21282,-17.58,2015,Left
33,6895,21282,-35.03,2020,Left
33,6895,21282,230.82,1991,Right
33,6895,21282,967.91,1993,Right
33,6895,21282,1414.1,1995,Right
33,6895,21282,1513.45,1996,Right
33,6895,21282,1301.85,1997,Right
33,6895,21282,1635.81,1998,Right
33,6895,21282,1776.76,1999,Right
33,6895,21282,1720.84,2000,Right
33,6895,21282,626.0,2001,Right
33,6895,21282,-914.06,2005,Right
33,6895,21282,-62.65,2010,Right
33,6895,21282,-1546.35,2015,Right
33,6895,21282,-1378.57,2020,Right
34,7074,21483,-549.64,1991,Left
34,7074,21483,124.46,1993,Left
34,7074,21483,-654.5,1995,Left
34,7074,21483,-94.43,1996,Left
34,7074,21483,-647.3,1997,Left
34,7074,21483,-140.19,1998,Left
34,7074,21483,-408.69,1999,Left
34,7074,21483,646.98,2000,Left
34,7074,21483,339.3,2001,Left
34,7074,21483,535.6,2005,Left
34,7074,21483,0.72,2010,Left
34,7074,21483,-495.39,2015,Left
34,7074,21483,-658.38,2020,Left
34,7074,21483,5.03,1991,Right
34,7074,21483,-54.14,1993,Right
34,7074,21483,1204.37,1995,Right
34,7074,21483,937.71,1996,Right
34,7074,21483,662.13,1997,Right
34,7074,21483,864.72,1998,Right
34,7074,21483,1137.17,1999,Right
34,7074,21483,1255.34,2000,Right
34,7074,21483,129.1,2001,Right
34,7074,21483,-324.96,2005,Right
34,7074,21483,-496.25,2010,Right
34,7074,21483,-1256.64,2015,Right
34,7074,21483,-1499.86,2020,Right
35,7232,21674,589.11,1991,Left
35,7232,21674,-128.25,1993,Left
35,7232,21674,-194.87,1995,Left
35,7232,21674,-238.97,1996,Left
35,7232,21674,-296.49,1997,Left
35,7232,21674,196.14,1998,Left
35,7232,21674,438.12,1999,Left
35,7232,21674,494.87,2000,Left
35,7232,21674,-1114.23,2001,Left
35,7232,21674,765.39,2005,Left
35,7232,21674,-41.66,2010,Left
35,7232,21674,-258.2,2015,Left
35,7232,21674,-370.21,2020,Left
35,7232,21674,113.74,1991,Right
35,7232,21674,-119.41,1993,Right
35,7232,21674,-160.15,1995,Right
35,7232,21674,132.52,1996,Right
35,7232,21674,134.09,1997,Right
35,7232,21674,119.24,1998,Right
35,7232,21674,136.92,1999,Right
35,7232,21674,164.89,2000,Right
35,7232,21674,248.98,2001,Right
35,7232,21674,196.28,2005,Right
35,7232,21674,217.37,2010,Right
35,7232,21674,-1433.09,2015,Right
35,7232,21674,-652.45,2020,Right
36,7404,21834,2031.68,1991,Left
36,7404,21834,-346.51,1993,Left
36,7404,21834,-374.94,1995,Left
36,7404,21834,-618.33,1996,Left
36,7404,21834,-839.7,1997,Left
36,7404,21834,-830.28,1998,Left
36,7404,21834,-597.12,1999,Left
36,7404,21834,-478.45,2000,Left
36,7404,21834,-2022.55,2001,Left
36,7404,21834,130.86,2005,Left
36,7404,21834,-437.7,2010,Left
36,7404,21834,-119.82,2015,Left
36,7404,21834,-898.08,2020,Left
36,7404,21834,-10.03,1991,Right
36,7404,21834,20.86,1993,Right
36,7404,21834,-58.87,1995,Right
36,7404,21834,59.3,1996,Right
36,7404,21834,79.4,1997,Right
36,7404,21834,72.15,1998,Right
36,7404,21834,91.63,1999,Right
36,7404,21834,127.83,2000,Right
36,7404,21834,157.69,2001,Right
36,7404,21834,228.53,2005,Right
36,7404,21834,335.6,2010,Right
36,7404,21834,-144.49,2015,Right
36,7404,21834,255.89,2020,Right
37,7584,21988,799.31,1991,Left
37,7584,21988,-26.64,1993,Left
37,7584,21988,-813.11,1995,Left
37,7584,21988,-1071.25,1996,Left
37,7584,21988,-1277.75,1997,Left
37,7584,21988,-1795.71,1998,Left
37,7584,21988,-2003.13,1999,Left
37,7584,21988,-2047.72,2000,Left
37,7584,21988,-1513.41,2001,Left
37,7584,21988,-960.55,2005,Left
37,7584,21988,-1308.51,2010,Left
37,7584,21988,-963.65,2015,Left
37,7584,21988,-1727.94,2020,Left
37,7584,21988,-44.27,1991,Right
37,7584,21988,31.29,1993,Right
37,7584,21988,262.81,1995,Right
37,7584,21988,107.93,1996,Right
37,7584,21988,93.5,1997,Right
37,7584,21988,134.93,1998,Right
37,7584,21988,221.2,1999,Right
37,7584,21988,245.49,2000,Right
37,7584,21988,-325.48,2001,Right
37,7584,21988,201.72,2005,Right
37,7584,21988,438.55,2010,Right
37,7584,21988,503.06,2015,Right
37,7584,21988,510.0,2020,Right
38,7739,22131,-126.93,1991,Left
38,7739,22131,337.51,1993,Left
38,7739,22131,-531.39,1995,Left
38,7739,22131,-938.16,1996,Left
38,7739,22131,-1067.98,1997,Left
38,7739,22131,-1488.84,1998,Left
38,7739,22131,-1576.65,1999,Left
38,7739,22131,-1779.24,2000,Left
38,7739,22131,-1020.85,2001,Left
38,7739,22131,-2232.06,2005,Left
38,7739,22131,-1550.88,2010,Left
38,7739,22131,-2121.4,2015,Left
38,7739,22131,-2726.52,2020,Left
38,7739,22131,-270.49,1991,Right
38,7739,22131,358.7,1993,Right
38,7739,22131,353.71,1995,Right
38,7739,22131,365.87,1996,Right
38,7739,22131,218.87,1997,Right
38,7739,22131,458.05,1998,Right
38,7739,22131,195.83,1999,Right
38,7739,22131,107.46,2000,Right
38,7739,22131,-395.25,2001,Right
38,7739,22131,332.7,2005,Right
38,7739,22131,687.05,2010,Right
38,7739,22131,938.16,2015,Right
38,7739,22131,828.7,2020,Right
39,7873,22272,-409.77,1991,Left
39,7873,22272,794.54,1993,Left
39,7873,22272,-91.69,1995,Left
39,7873,22272,-500.91,1996,Left
39,7873,22272,-718.05,1997,Left
39,7873,22272,-951.42,1998,Left
39,7873,22272,-982.84,1999,Left
39,7873,22272,-1236.93,2000,Left
39,7873,22272,-323.27,2001,Left
39,7873,22272,-1601.88,2005,Left
39,7873,22272,-1794.02,2010,Left
39,7873,22272,-2273.31,2015,Left
39,7873,22272,-2601.25,2020,Left
39,7873,22272,-426.0,1991,Right
39,7873,22272,58.89,1993,Right
39,7873,22272,227.11,1995,Right
39,7873,22272,326.49,1996,Right
39,7873,22272,366.33,1997,Right
39,7873,22272,384.86,1998,Right
39,7873,22272,-151.8,1999,Right
39,7873,22272,-199.77,2000,Right
39,7873,22272,321.38,2001,Right
39,7873,22272,-54.04,2005,Right
39,7873,22272,579.33,2010,Right
39,7873,22272,1019.23,2015,Right
39,7873,22272,703.75,2020,Right
40,8027,22438,-193.94,1991,Left
40,8027,22438,309.21,1993,Left
40,8027,22438,238.87,1995,Left
40,8027,22438,195.27,1996,Left
40,8027,22438,31.63,1997,Left
40,8027,22438,-282.03,1998,Left
40,8027,22438,-213.04,1999,Left
40,8027,22438,-635.93,2000,Left
40,8027,22438,131.95,2001,Left
40,8027,22438,-410.57,2005,Left
40,8027,22438,-1834.97,2010,Left
40,8027,22438,-2002.29,2015,Left
40,8027,22438,-2051.04,2020,Left
40,8027,22438,-179.19,1991,Right
40,8027,22438,-11.89,1993,Right
40,8027,22438,174.75,1995,Right
40,8027,22438,108.96,1996,Right
40,8027,22438,270.29,1997,Right
40,8027,22438,421.33,1998,Right
40,8027,22438,-395.32,1999,Right
40,8027,22438,213.79,2000,Right
40,8027,22438,986.39,2001,Right
40,8027,22438,-996.62,2005,Right
40,8027,22438,242.22,2010,Right
40,8027,22438,495.57,2015,Right
40,8027,22438,642.01,2020,Right
41,8157,22574,379.12,1991,Left
41,8157,22574,-199.12,1993,Left
41,8157,22574,-160.17,1995,Left
41,8157,22574,532.03,1996,Left
41,8157,22574,546.3,1997,Left
41,8157,22574,-15.16,1998,Left
41,8157,22574,-301.53,1999,Left
41,8157,22574,150.75,2000,Left
41,8157,22574,-592.96,2001,Left
41,8157,22574,-453.65,2005,Left
41,8157,22574,-998.46,2010,Left
41,8157,22574,-1723.24,2015,Left
41,8157,22574,-1692.89,2020,Left
41,8157,22574,38.54,1991,Right
41,8157,22574,-311.55,1993,Right
41,8157,22574,185.01,1995,Right
41,8157,22574,-344.46,1996,Right
41,8157,22574,292.27,1997,Right
41,8157,22574,744.99,1998,Right
41,8157,22574,168.32,1999,Right
41,8157,22574,831.84,2000,Right
41,8157,22574,971.86,2001,Right
41,8157,22574,-1425.99,2005,Right
41,8157,22574,574.21,2010,Right
41,8157,22574,-74.02,2015,Right
41,8157,22574,576.43,2020,Right
42,8363,22725,887.62,1991,Left
42,8363,22725,-519.58,1993,Left
42,8363,22725,-1008.13,1995,Left
42,8363,22725,431.29,1996,Left
42,8363,22725,359.4,1997,Left
42,8363,22725,176.38,1998,Left
42,8363,22725,-994.24,1999,Left
42,8363,22725,-845.36,2000,Left
42,8363,22725,-1497.7,2001,Left
42,8363,22725,-1019.33,2005,Left
42,8363,22725,-1029.6,2010,Left
42,8363,22725,-897.64,2015,Left
42,8363,22725,-1320.68,2020,Left
42,8363,22725,223.25,1991,Right
42,8363,22725,-445.35,1993,Right
42,8363,22725,-90.89,1995,Right
42,8363,22725,115.29,1996,Right
42,8363,22725,246.0,1997,Right
42,8363,22725,847.91,1998,Right
42,8363,22725,952.59,1999,Right
42,8363,22725,943.26,2000,Right
42,8363,22725,1171.91,2001,Right
42,8363,22725,-1540.69,2005,Right
42,8363,22725,942.42,2010,Right
42,8363,22725,-276.15,2015,Right
42,8363,22725,199.46,2020,Right
43,8526,22840,435.7,1991,Left
43,8526,22840,-240.09,1993,Left
43,8526,22840,-1547.76,1995,Left
43,8526,22840,-736.7,1996,Left
43,8526,22840,-703.31,1997,Left
43,8526,22840,-931.52,1998,Left
43,8526,22840,-1587.99,1999,Left
43,8526,22840,-1653.19,2000,Left
43,8526,22840,-2786.11,2001,Left
43,8526,22840,-1565.56,2005,Left
43,8526,22840,-1494.3,2010,Left
43,8526,22840,-1032.97,2015,Left
43,8526,22840,-1207.05,2020,Left
43,8526,22840,415.54,1991,Right
43,8526,22840,-1122.49,1993,Right
43,8526,22840,-201.99,1995,Right
43,8526,22840,616.3,1996,Right
43,8526,22840,58.32,1997,Right
43,8526,22840,945.14,1998,Right
43,8526,22840,1021.5,1999,Right
43,8526,22840,1085.9,2000,Right
43,8526,22840,1987.99,2001,Right
43,8526,22840,-934.63,2005,Right
43,8526,22840,969.22,2010,Right
43,8526,22840,403.24,2015,Right
43,8526,22840,-396.58,2020,Right
44,8732,23004,-925.97,1991,Left
44,8732,23004,117.08,1993,Left
44,8732,23004,-1932.19,1995,Left
44,8732,23004,-2662.59,1996,Left
44,8732,23004,-2368.45,1997,Left
44,8732,23004,-2350.42,1998,Left
44,8732,23004,-2424.39,1999,Left
44,8732,23004,-2648.39,2000,Left
44,8732,23004,-2144.17,2001,Left
44,8732,23004,-2816.01,2005,Left
44,8732,23004,-2423.14,2010,Left
44,8732,23004,-2071.51,2015,Left
44,8732,23004,-1381.39,2020,Left
44,8732,23004,369.82,1991,Right
44,8732,23004,-1461.5,1993,Right
44,8732,23004,974.38,1995,Right
44,8732,23004,1835.12,1996,Right
44,8732,23004,1382.35,1997,Right
44,8732,23004,1496.87,1998,Right
44,8732,23004,1585.09,1999,Right
44,8732,23004,1802.88,2000,Right
44,8732,23004,2912.54,2001,Right
44,8732,23004,136.89,2005,Right
44,8732,23004,1666.82,2010,Right
44,8732,23004,1828.21,2015,Right
44,8732,23004,289.79,2020,Right
45,8854,23237,-228.9,1991,Left
45,8854,23237,110.76,1993,Left
45,8854,23237,-987.47,1995,Left
45,8854,23237,-1725.82,1996,Left
45,8854,23237,-2163.11,1997,Left
45,8854,23237,-2130.24,1998,Left
45,8854,23237,-2147.18,1999,Left
45,8854,23237,-2110.24,2000,Left
45,8854,23237,-1698.26,2001,Left
45,8854,23237,-2706.22,2005,Left
45,8854,23237,-1519.48,2010,Left
45,8854,23237,-1613.74,2015,Left
45,8854,23237,-622.98,2020,Left
45,8854,23237,149.19,1991,Right
45,8854,23237,-34.86,1993,Right
45,8854,23237,3176.17,1995,Right
45,8854,23237,3994.16,1996,Right
45,8854,23237,3571.39,1997,Right
45,8854,23237,3534.76,1998,Right
45,8854,23237,3357.6,1999,Right
45,8854,23237,2832.27,2000,Right
45,8854,23237,2373.78,2001,Right
45,8854,23237,2330.75,2005,Right
45,8854,23237,3769.23,2010,Right
45,8854,23237,3784.6,2015,Right
45,8854,23237,2442.37,2020,Right
46,8969,23357,357.51,1991,Left
46,8969,23357,104.59,1993,Left
46,8969,23357,-234.5,1995,Left
46,8969,23357,-665.13,1996,Left
46,8969,23357,-1333.16,1997,Left
46,8969,23357,-1611.28,1998,Left
46,8969,23357,-1648.66,1999,Left
46,8969,23357,-1540.43,2000,Left
46,8969,23357,-1070.3,2001,Left
46,8969,23357,-2642.59,2005,Left
46,8969,23357,-1151.44,2010,Left
46,8969,23357,-1156.36,2015,Left
46,8969,23357,11.79,2020,Left
46,8969,23357,-666.52,1991,Right
46,8969,23357,-897.17,1993,Right
46,8969,23357,3755.186,1995,Right
46,8969,23357,4206.45,1996,Right
46,8969,23357,4136.4,1997,Right
46,8969,23357,3617.71,1998,Right
46,8969,23357,3358.2,1999,Right
46,8969,23357,2545.31,2000,Right
46,8969,23357,1805.85,2001,Right
46,8969,23357,2405.64,2005,Right
46,8969,23357,3087.17,2010,Right
46,8969,23357,3268.81,2015,Right
46,8969,23357,3106.04,2020,Right
47,9085,23479,337.57,1991,Left
47,9085,23479,-57.03,1993,Left
47,9085,23479,362.15,1995,Left
47,9085,23479,326.55,1996,Left
47,9085,23479,-330.95,1997,Left
47,9085,23479,-976.51,1998,Left
47,9085,23479,-1020.58,1999,Left
47,9085,23479,-649.0,2000,Left
47,9085,23479,-397.82,2001,Left
47,9085,23479,-1688.99,2005,Left
47,9085,23479,-1020.95,2010,Left
47,9085,23479,-869.7,2015,Left
47,9085,23479,231.75,2020,Left
47,9085,23479,-421.23,1991,Right
47,9085,23479,-974.87,1993,Right
47,9085,23479,3414.44,1995,Right
47,9085,23479,3733.06,1996,Right
47,9085,23479,3734.8,1997,Right
47,9085,23479,3484.85,1998,Right
47,9085,23479,3344.52,1999,Right
47,9085,23479,2224.75,2000,Right
47,9085,23479,1811.91,2001,Right
47,9085,23479,1803.34,2005,Right
47,9085,23479,2220.01,2010,Right
47,9085,23479,2436.77,2015,Right
47,9085,23479,2201.23,2020,Right
48,9202,23614,682.86,1991,Left
48,9202,23614,277.92,1993,Left
48,9202,23614,1263.12,1995,Left
48,9202,23614,1450.32,1996,Left
48,9202,23614,758.94,1997,Left
48,9202,23614,-42.81,1998,Left
48,9202,23614,-124.72,1999,Left
48,9202,23614,310.51,2000,Left
48,9202,23614,27.86,2001,Left
48,9202,23614,-608.24,2005,Left
48,9202,23614,-322.86,2010,Left
48,9202,23614,-44.92,2015,Left
48,9202,23614,316.15,2020,Left
48,9202,23614,-140.05,1991,Right
48,9202,23614,-280.48,1993,Right
48,9202,23614,2105.49,1995,Right
48,9202,23614,2718.69,1996,Right
48,9202,23614,2601.95,1997,Right
48,9202,23614,3153.32,1998,Right
48,9202,23614,3102.08,1999,Right
48,9202,23614,1328.55,2000,Right
48,9202,23614,1335.1,2001,Right
48,9202,23614,1226.73,2005,Right
48,9202,23614,1475.64,2010,Right
48,9202,23614,1395.76,2015,Right
48,9202,23614,953.91,2020,Right
49,9338,23714,-21.95,1991,Left
49,9338,23714,33.34,1993,Left
49,9338,23714,950.68,1995,Left
49,9338,23714,1379.43,1996,Left
49,9338,23714,1147.35,1997,Left
49,9338,23714,26.44,1998,Left
49,9338,23714,33.37,1999,Left
49,9338,23714,69.54,2000,Left
49,9338,23714,14.49,2001,Left
49,9338,23714,219.89,2005,Left
49,9338,23714,57.8,2010,Left
49,9338,23714,86.15,2015,Left
49,9338,23714,73.69,2020,Left
49,9338,23714,336.34,1991,Right
49,9338,23714,605.22,1993,Right
49,9338,23714,1254.44,1995,Right
49,9338,23714,2026.83,1996,Right
49,9338,23714,2080.73,1997,Right
49,9338,23714,2495.83,1998,Right
49,9338,23714,2441.35,1999,Right
49,9338,23714,722.14,2000,Right
49,9338,23714,1682.11,2001,Right
49,9338,23714,1344.85,2005,Right
49,9338,23714,1532.54,2010,Right
49,9338,23714,1630.61,2015,Right
49,9338,23714,578.46,2020,Right
50,9448,23861,-20.97,1991,Left
50,9448,23861,-5.23,1993,Left
50,9448,23861,284.13,1995,Left
50,9448,23861,684.16,1996,Left
50,9448,23861,1564.24,1997,Left
50,9448,23861,21.28,1998,Left
50,9448,23861,22.84,1999,Left
50,9448,23861,26.09,2000,Left
50,9448,23861,110.57,2001,Left
50,9448,23861,28.89,2005,Left
50,9448,23861,67.03,2010,Left
50,9448,23861,35.66,2015,Left
50,9448,23861,20.77,2020,Left
50,9448,23861,1153.64,1991,Right
50,9448,23861,1815.43,1993,Right
50,9448,23861,1290.23,1995,Right
50,9448,23861,2269.69,1996,Right
50,9448,23861,2464.74,1997,Right
50,9448,23861,2789.65,1998,Right
50,9448,23861,2716.36,1999,Right
50,9448,23861,1582.52,2000,Right
50,9448,23861,2324.46,2001,Right
50,9448,23861,1299.98,2005,Right
50,9448,23861,1845.06,2010,Right
50,9448,23861,2893.99,2015,Right
50,9448,23861,1478.15,2020,Right
